category,product,price,rating,rating_score,answered_questions,favorite,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,image_name
laptop,"Huawei Matebook D15 Intel Core I7 1195g7 16gb 512gb Ssd Windows 11 Home 15.6"" Fhd BoDE-WFE9AL",22.399 TL,62,4.8,270,6414 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_0.png
laptop,MSI MODERN 15 B11M-021XTR I5-1155G7 8GB DDR4 UMA 512GB SSD 15.6 FHD DOS SIYAH,15.349 TL,16,4.6,66,958 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ev - Okul,laptop_image_52.png
laptop,MSI KATANA 17 B12VEK-607XTR I7-12650H 16GB DDR5 RTX4050 GDDR6 6GB 512GB SSD 17.3 FHD 144Hz DOS,51.499 TL,13,4.5,42,873 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Garanti Tipi | Resmi Distribütör Garantili,Ekran Kartı | Nvidia GeForce RTX 4050,laptop_image_53.png
laptop,ASUS ROG Strix G17 G713PV-LL091 8GB RTX4060 140w Ryzen 9 7845HX 16GB RAM 1TB SSD 17.3 inç WQHD 240Hz,56.999 TL,2,5.0,5,85 Favori,İşlemci Tipi | AMD Ryzen 9,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 1 TB,İşletim Sistemi | Free Dos,Çözünürlük | 2560 x 1440,Ekran Yenileme Hızı | 240 Hz,Ekran Kartı | Nvidia GeForce RTX 4060,"Ekran Boyutu | 17,3 inç",laptop_image_54.png
laptop,HP 15-FD0008NT 86N56EA Intel Core i5-1335U 16GB RAM 512GB SSD 15.6 inç FHD FreeDOS Gümüş,18.799 TL,2,5.0,3,219 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ev - Okul,laptop_image_55.png
laptop,"LENOVO Ideapad 3 Intel Core I5 1155g7 8gb 512gb Ssd Freedos 14"" Fhd 82h701kxtx 82H701KXTX",13.249 TL,30,4.3,153,4519 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Hard Disk Kapasitesi | 512 GB,Ekran Kartı | Belirtilmemiş,Ekran Boyutu | 14 inç,Çözünürlük | 1920 x 1200,laptop_image_56.png
laptop,"Dell Xps179700cmlh2000 Xps 17 9700, Ci7-10750h, 16gb, 512gb Ssd, Gtx1650ti-4g, 17""win 10 Pro XPS179700CMLH2000",67.999 TL,,,,,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Nvidia GeForce GTX1650 Ti,Garanti Tipi | Resmi Distribütör Garantili,"Ekran Boyutu | 17,3 inç",Çözünürlük | 1920 x 1200,laptop_image_57.png
laptop,"ACER Aspire 3 AMD Ryzen 3-7320U 8GB 512GB SSD 15.6"" FHD DOS Dizüstü Bilgisayar (Acer Türkiye Garantili) NX.KDEEY.007",10.299 TL,77,4.5,204,6681 Favori,İşlemci Tipi | AMD Ryzen 3,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Ekran Kartı | AMD Radeon Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ev - Okul,laptop_image_58.png
laptop,"ACER Nitro5 Intel Core i5-12500H 16GB 512GB SSD 6GB RTX4050 DOS 15.6"" Gaming Laptop(Acer Türkiye Garanti) NH.QLZEY.006",28.999 TL,25,4.5,78,1576 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 4050,"Ekran Boyutu | 15,6 inç",laptop_image_59.png
laptop,"Monster Huma H4 V5.1.7 Intel Core I5-1235u 16gb Ram 500gb Ssd Freedos 14,1"" Fhd Rose Gold HUMA H4 V5.1.7",18.099 TL,36,4.8,82,4736 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 500 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 14,1 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_60.png
laptop,ACER Nitro 5 AN515-57 Intel Core i5 11400H 16GB 512GB SSD GTX1650 Freedos 15.6'' FHD 144 Hz Taşınabi NH.QEKEY.006-16,21.699 TL,5,5.0,29,443 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Nvidia GeForce GTX 1650,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Tasarım,laptop_image_61.png
laptop,"ACER Nitro5 Intel Core i5-11400H 8GB 512GB 4GB RTX3050 15.6"" FHD DOS Gaming PC (ACER Türkiye Garantili) NH.QELEY.005",21.999 TL,43,4.7,96,3048 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 3050,"Ekran Boyutu | 15,6 inç",laptop_image_62.png
laptop,ASUS Zenbook Pro 14 Duo UX8402VV-P1018W2 i9 13900H 32Gb 2Tb RTX4060 14.5'' Fhd Touch/Oled Ekran W11 P1018W-2,179.999 TL,,,11,234 Favori,İşlemci Tipi | Intel Core i9,Ram (Sistem Belleği) | 32 GB,SSD Kapasitesi | 2 TB,İşletim Sistemi | Windows,Ekran Kartı | Nvidia GeForce RTX 4060,"Ekran Boyutu | 14,5 inç",Çözünürlük | 2880 x 1800,Kullanım Amacı | Tasarım,laptop_image_63.png
laptop,"Dell Inspiron 3520 Intel Core I5-1235u 16gb 512gb Ssd 15.6"" Fhd 120hz Ubuntu I35201012u I35201012U",16.999 TL,1,5.0,14,213 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Linux,Ekran Kartı | Dahili Ekran Kartı,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ev - Okul,laptop_image_64.png
laptop,"LENOVO V15 82TT00A0TX02 i3-1215U 16GB 512SSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar T26802B",10.399 TL,1,1.0,13,101 Favori,İşlemci Tipi | Intel Core i3,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Intel UHD Graphics,Garanti Tipi | Resmi Distribütör Garantili,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,laptop_image_65.png
laptop,ASUS TUF Gaming F15 FX506HC-HN453 i5-11400H 16GB RAM 512GB SSD 4GB RTX3050 15.6 inç FHD 144Hz,24.999 TL,2,5.0,7,302 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 3050,"Ekran Boyutu | 15,6 inç",laptop_image_66.png
laptop,"LENOVO Thınkpad L13 G3 21b3000ntx I7-1255u 16gb 512gb Ssd 13.3"" Fhd W11p 21B3000NTX","32.549,99 TL",,,,,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 13,3 inç",Çözünürlük | 1920 x 1200,Kullanım Amacı | Ofis - İş,laptop_image_67.png
laptop,LENOVO I5 8/512 Gb 82h803e9tx Laptop Dizüstü Bilgisayar 82H803E9TX,13.895 TL,5,4.8,33,617 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ev - Okul,laptop_image_68.png
laptop,"HP Victus 16-E1010NT AMD Ryzen 5-6600H 8GB 512GB RTX3050Ti 16.1"" FHD 144Hz DOS 68S26EA","21.998,99 TL",,,112,637 Favori,İşlemci Tipi | AMD Ryzen 5,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 3050 Ti,"Ekran Boyutu | 16,1 inç",laptop_image_69.png
laptop,"LENOVO Ideapad 1 15ALC7 AMD Ryzen 7 5700U 16GB 512GB SSD Freedos 15.6"" FHD 82R4006GTR",13.365 TL,,,22,233 Favori,İşlemci Tipi | AMD Ryzen 7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Ekran Kartı | AMD Radeon Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_70.png
laptop,LENOVO IdeaPad Gaming 3 15IAH7 82S9016MTX i5-12450H 16GB 1TB RTX3050Ti 120Hz FreeDos Gaming Laptop,25.999 TL,,,6,97 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 1 TB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 120 Hz,Garanti Tipi | Resmi Distribütör Garantili,Ekran Kartı | Nvidia GeForce RTX 3050 Ti,laptop_image_71.png
laptop,"HP Victus 16-R0029NT Intel i7-13700H DDR5 16GB 1TB SSD Gen4 6GB RTX 4050 16.1""Freedos Laptop 7P6C1EA",35.999 TL,8,5.0,51,709 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 1 TB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Garanti Tipi | Resmi Distribütör Garantili,Ekran Kartı | Nvidia GeForce RTX 4050,laptop_image_72.png
laptop,ACER Spin 511 R752t-c5y6 Intel Celeron N4120 8 Gb Ram 64 Gb Ssd 11.6 Uhd Katlanabilir Dokunmatik Spin 511 R752T-C5Y6,7.999 TL,24,4.5,149,3922 Favori,İşlemci Tipi | Intel Celeron,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 64 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel UHD Graphics,"Ekran Boyutu | 11,6 inç",Çözünürlük | 1366 x 768,Kullanım Amacı | Ev - Okul,laptop_image_73.png
laptop,Apple MacBook Pro 14'' M2 PRO 16GB 512GB SSD Space Gray Laptop (Apple Türkiye Garantili) MPHE3TU/A,63.275 TL,43,5.0,44,3404 Favori,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Mac Os,İşlemci Tipi | Apple M2 Pro,Ekran Kartı | M2 Pro 19 Çekirdekli,Ekran Boyutu | 14 inç,Çözünürlük | 3024 x 1964,Kullanım Amacı | Ofis - İş,laptop_image_74.png
laptop,ASUS Tuf Gaming A15 Fa507nv-lp037 8gb Rtx4060 Ryzen 7 7735hs 16gb Ram 512gb Ssd 15.6 Inç Fhd 144hz FA507NV-LP037,37.999 TL,1,5.0,30,379 Favori,İşlemci Tipi | AMD Ryzen 7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 4060,"Ekran Boyutu | 15,6 inç",laptop_image_75.png
laptop,"ACER Aspire 3 A315-58-12pypy, I5-1135g7, 12gb Ram, 256gb Ssd, Iris Xe Graphics, 15.6"" Win 11 Pro P1110002006",14.999 TL,2,5.0,34,239 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 12 GB,SSD Kapasitesi | 256 GB,İşletim Sistemi | Windows,Ekran Kartı | Nvidia GeForce MX110,Çözünürlük | 1920 x 1080,"Ekran Boyutu | 15,6 inç",Kullanım Amacı | Oyun,laptop_image_76.png
laptop,"Monster Huma H5 V4.2.10 Intel Core I7-1255u 32gb Ram 1tb Ssd Freedos 15,6"" Fhd Taşınabilir Bilgisayar HUMA H5 V4.2.10",22.999 TL,7,4.9,18,501 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 32 GB,SSD Kapasitesi | 1 TB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 120 Hz,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",laptop_image_77.png
laptop,"Apple Macbook Pro M2 Max 38c Gpu 96 Gb 2 Tb Ssd 16"" Gümüş Z179M2M962-TQ6",164.999 TL,,,1,237 Favori,SSD Kapasitesi | 2 TB,İşletim Sistemi | Mac Os,İşlemci Tipi | Apple M2 Max,Ram (Sistem Belleği) | 96 GB,Ekran Kartı | M2 Max 38 Çekirdekli,"Ekran Boyutu | 16,2 inç",Çözünürlük | 3456 x 2234,Kullanım Amacı | Ofis - İş,laptop_image_78.png
laptop,"ACER Acer Aspire 3 15 A315-510p-33uh Core I3-n305 4gb 128gb Ssd Linux 15.6"" Fhd Taşınabilir Bilgisayar A315-510P-33UH",8.499 TL,,,6,,İşlemci Tipi | Intel Core i3,Ram (Sistem Belleği) | 4 GB,SSD Kapasitesi | 128 GB,İşletim Sistemi | Linux,Ekran Kartı | Intel Iris Graphics,Garanti Tipi | Resmi Distribütör Garantili,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,laptop_image_79.png
laptop,MSI KATANA 17 B13VFK-872XTR i7-13620H 32GB DDR5 1TB SSD 8GB RTX4060 17.3 144Hz DOS NOTEBOOK,48.499 TL,,,10,144 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 32 GB,SSD Kapasitesi | 1 TB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 4060,"Ekran Boyutu | 17,3 inç",laptop_image_80.png
laptop,LENOVO V15-ABA 82TV004LTX AMD Ryzen 7-5825U 8GB 512GB SSD 15.6 inç Full HD Taşınabilir Bilgisayar,14.500 TL,10,4.6,21,411 Favori,İşlemci Tipi | AMD Ryzen 7,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Garanti Tipi | Resmi Distribütör Garantili,Ekran Kartı | AMD,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,laptop_image_81.png
laptop,"ASUS Tuf Gamıng A15 Fa507nu-lp052 Amd Ryzen 7-7735hs 8gb Ddr5 512gb Ssd 6gb Rtx4050 15.6"" 144hz Dos FA507NU-LP052",30.699 TL,47,4.8,230,2352 Favori,İşlemci Tipi | AMD Ryzen 7,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 4050,"Ekran Boyutu | 15,6 inç",laptop_image_82.png
laptop,"HP Victus Gaming Laptop 15-fb0015nt R5 5600h 16gb 512gb Ssd Rx6500m Dos 15.6"" Fhd 144hz 7j3t4ea 7J3T4EA",22.299 TL,29,4.9,124,2663 Favori,İşlemci Tipi | AMD Ryzen 5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | AMD Radeon RX6500M,"Ekran Boyutu | 15,6 inç",laptop_image_83.png
laptop,HP 15-FD0013NT 88T57EA 13. Nesil Intel i7-1355U 16GB RAM 512GB SSD 15.6 inç FHD FreeDOS,21.999 TL,1,5.0,8,478 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_84.png
laptop,ACER An515-58 I5-12500h 16gb 512gb Ssd Rtx4050-6gb 15.6'' 144hz Windows 11 Home NH.QLZEY.003,28.599 TL,7,4.9,29,254 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Garanti Tipi | Resmi Distribütör Garantili,Ekran Kartı | Nvidia GeForce RTX 4050,laptop_image_85.png
laptop,"ASUS Tuf Gaming F15 I7-12700h 32gb 1tb Ssd Rtx3050/4gb W11p 15.6"" Fhd Fx507zc4-hn009 51FX507ZC4",34.999 TL,9,4.9,36,842 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 32 GB,SSD Kapasitesi | 1 TB,İşletim Sistemi | Windows,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 3050,"Ekran Boyutu | 15,6 inç",laptop_image_86.png
laptop,HP Victus 16-R0052NT i5-13500H 16GB RAM 512GB SSD 6GB RTX 4050 16.1 inç FHD FreeDOS Siyah 7P6L8EA,31.999 TL,9,4.9,35,806 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 4050,"Ekran Boyutu | 16,1 inç",laptop_image_87.png
laptop,LENOVO Ideapad 1 15AMN7 82VG0087TX Ryzen 3 7320U 4gb 256GB SSD 15.6 Hd Freedos,9.400 TL,,,1,,İşlemci Tipi | AMD Ryzen 3,Ram (Sistem Belleği) | 4 GB,SSD Kapasitesi | 256 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Dahili Ekran Kartı,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1366 x 768,Kullanım Amacı | Ofis - İş,laptop_image_88.png
laptop,"Monster Tulpar T5 V23.3.2 Intel Core i5 12450H 32 GB RAM 1 TB SSD 8 GB RTX 4060 FreeDos 15,6"" FHD 144 Hz",34.299 TL,2,5.0,7,126 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 32 GB,SSD Kapasitesi | 1 TB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 4060,"Ekran Boyutu | 15,6 inç",laptop_image_89.png
laptop,"Dell Inspiron 5510 Intel Core I5 11320h 16gb 512gb Ssd 15.6"" Taşınabilir Bilgisayar I55106007u I55106007U",15.659 TL,1,5.0,15,156 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,Ekran Kartı | Intel Iris Graphics,İşletim Sistemi | Ubuntu,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_90.png
laptop,"ACER Nitro 5 AN515-58 Corei7 12700H 16GB 512GB SSD RTX 3050Ti 4GB FDOS 15.6"" Notebook NH.QFLEY.003 NH-QFLEY-003",29.499 TL,51,4.6,71,2640 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Garanti Tipi | Resmi Distribütör Garantili,Ekran Kartı | Nvidia GeForce RTX 3050 Ti,laptop_image_91.png
laptop,Huawei Matebook D15 Intel Core i3-1115G4 8gb 256gb SSD FHD Windows 11 Home BoD-WDI9,"13.799,90 TL",225,4.7,706,18308 Favori,İşlemci Tipi | Intel Core i3,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 256 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel UHD Graphics,Garanti Tipi | Resmi Distribütör Garantili,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,laptop_image_92.png
laptop,"ACER Nıtro 5 Intel Core I5-12450h 16 Gb 512 Gb Nvıda Geforce Rtx3050 15,6 144 Hz. Free Dos NH.QFJEY.00716",24.799 TL,,,8,,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 144 Hz,Ekran Kartı | Nvidia GeForce RTX 3050,"Ekran Boyutu | 15,6 inç",laptop_image_93.png
laptop,"ASUS Vivobook 15 i5-1235U 16GB 512GB SSD 15,6"" FreeDos Taşınabilir Bilgisayar X1502ZA-EJ1067TR7",16.699 TL,1,5.0,17,240 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Intel UHD Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ev - Okul,laptop_image_94.png
laptop,"Huawei Matebook D14 Mdf-w5651p I5 1240p 16gb 512gb Ssd Win 11 14"" Ips Taşınabilir Bilgisayar MDF-W5651P",19.855 TL,,,18,285 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel Iris Graphics,Ekran Boyutu | 14 inç,Çözünürlük | 1920 x 1200,Kullanım Amacı | Ofis - İş,laptop_image_95.png
laptop,"LENOVO Ideapad Gaming 3 82k101eltx03 I5-11320h 16gb 512ssd Rtx3050 15.6"" Fullhd W11h Taşınabilir Bil T20016C",24.999 TL,6,4.8,46,689 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Çözünürlük | 1920 x 1080,Ekran Yenileme Hızı | 165 Hz,Garanti Tipi | Resmi Distribütör Garantili,Ekran Kartı | Nvidia GeForce RTX 3050,laptop_image_96.png
laptop,"LENOVO V15 Intel Core I5-1135G7 8gb 512GB SSD Windows 11 15.6"" Fhd Taşınabilir Bilgisayar 82KB01B8TX",17.499 TL,1,5.0,27,196 Favori,İşlemci Tipi | Intel Core i5,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ev - Okul,laptop_image_97.png
laptop,"ASUS X515ma-br918a6 N4020 16gb 1tbssd 15.6"" Hd Freedos Taşınabilir Bilgisayar T23891F",12.499 TL,10,4.1,59,1435 Favori,İşlemci Tipi | Intel Celeron,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 1 TB,İşletim Sistemi | Free Dos,Ekran Kartı | Intel UHD Graphics 600,Garanti Tipi | Resmi Distribütör Garantili,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1366 x 768,laptop_image_98.png
laptop,"LENOVO 82h8034ttx Ideapad 3 Intel Core I3 1115g4-8gb-256gb 15.6"" Fhd W11 Gri Notebook Lenovo 82H8034TTX",10.649 TL,12,4.3,32,676 Favori,İşlemci Tipi | Intel Core i3,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 256 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel HD Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_99.png
laptop,"Dell Alienware M18 R1 - i9 13980HX 64GB 2TB SSD RTX4090/16GB 480HZ W11 HOME 18"" QHD+ AWM16R1I9HX90WH AWM16R1I9HX90WH90","199.097,20 TL",,,,,İşlemci Tipi | Intel Core i9,Ram (Sistem Belleği) | 64 GB,SSD Kapasitesi | 2 TB,İşletim Sistemi | Windows,Çözünürlük | 1920 x 1200,Ekran Kartı | Nvidia GeForce RTX 4090,Ekran Boyutu | 18 inç,Kullanım Amacı | Oyun,laptop_image_100.png
laptop,"ACER Nitro 16 AN16-41 Amd Ryzen 5 7640HS 16 GB 512 GB SSD RTX 4050-6 GB Freedos 16"" FHD 165 Hz Taşın NH.QLKEY.001-16",33.699 TL,1,5.0,7,72 Favori,İşlemci Tipi | AMD Ryzen 5,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1200,Ekran Yenileme Hızı | 165 Hz,Ekran Kartı | Nvidia GeForce RTX 4050,Ekran Boyutu | 16 inç,laptop_image_101.png
laptop,ASUS Intel Core i3-1115G4 4GB 128GB SSD 15.6 inç Full HD FreeDos Laptop X515EA-BQ967,8.399 TL,5,5.0,8,493 Favori,İşlemci Tipi | Intel Core i3,Ram (Sistem Belleği) | 4 GB,SSD Kapasitesi | 128 GB,İşletim Sistemi | Free Dos,Ekran Kartı | Intel UHD Graphics,Hard Disk Kapasitesi | 128 GB,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,laptop_image_102.png
laptop,"ASUS Rog Strix G16 G614jv-n3157 13. Nesil Intel I7-13650hx 16gb 512gb Ssd 8gb Rtx4060 16"" Fhd+ 165hz G614JV-N3157",45.999 TL,10,5.0,44,822 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Free Dos,Çözünürlük | 1920 x 1200,Ekran Yenileme Hızı | 165 Hz,Ekran Kartı | Nvidia GeForce RTX 4060,Ekran Boyutu | 16 inç,laptop_image_103.png
laptop,"Apple Macbook Air 13.6"" M2 8c Gpu 8 Gb 256 Gb Ssd Yıldız Işığı MLY13TU/A",32.499 TL,86,4.8,114,5345 Favori,Ram (Sistem Belleği) | 8 GB,SSD Kapasitesi | 256 GB,İşletim Sistemi | Mac Os,Ekran Kartı | M2 8 Çekirdekli,Hard Disk Kapasitesi | 250 GB,İşlemci Tipi | Apple M2,"Ekran Boyutu | 13,6 inç",Çözünürlük | 2560 x 1600,laptop_image_104.png
